City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,coihueco,-36.6167,-71.8333,86.74,27,0,4.61,CL,1675725894
368,airai,-8.9266,125.4092,63.43,87,78,2.26,TL,1675725174
369,moroni,-11.7022,43.2551,79.74,83,100,10.45,KM,1675725895
370,vao,-22.6667,167.4833,78.42,70,34,14.88,NC,1675725212
371,port said,31.2565,32.2841,49.98,81,40,18.41,EG,1675725895
372,zlobin,45.2924,14.6541,23.79,65,89,10.27,HR,1675725896
373,iranshahr,27.2025,60.6848,62.15,37,4,0.49,IR,1675725896
374,dessel,51.2385,5.1145,37.78,89,22,5.68,BE,1675725896
375,berdigestyakh,62.0989,126.6992,-49.31,100,100,2.06,RU,1675725897
376,kijang,35.2442,129.2139,37.13,66,73,9.86,KR,1675725897
377,hambantota,6.1241,81.1185,75.63,87,95,9.13,LK,1675725576
378,goderich,43.7501,-81.7165,28.72,74,32,6.91,CA,1675725897
379,solnechnyy,50.7214,136.6319,-6.88,98,100,3.15,RU,1675725898
380,nabire,-3.3667,135.4833,75.83,88,100,2.04,ID,1675725517
381,santa marinella,42.0345,11.8536,37.47,53,81,10.45,IT,1675725898
382,nikolskoye,59.7035,30.7861,26.49,98,91,3.31,RU,1675725382
383,porto novo,6.4965,2.6036,80.42,85,100,9.15,BJ,1675725737
384,abrau-dyurso,44.69,37.59,26.06,81,100,28.92,RU,1675725899
385,riyadh,24.6877,46.7219,71.74,38,12,10.36,SA,1675725504
386,ponta delgada,37.7333,-25.6667,56.12,94,75,20.71,PT,1675725602
387,dauphin,51.1494,-100.0502,33.94,69,0,24.16,CA,1675725600
388,buala,-8.145,159.5921,82.26,77,90,9.17,SB,1675725642
389,skjervoy,70.0311,20.9714,46.4,88,100,18.32,NO,1675725899
390,bouza,14.4229,6.0428,72.97,14,97,11.12,NE,1675725900
391,dudinka,69.4058,86.1778,-7.38,98,100,5.37,RU,1675725900
392,dekar,-21.5333,21.9333,70.34,80,57,7.7,BW,1675725900
393,ponta do sol,32.6667,-17.1,59.72,65,22,9.48,PT,1675725364
394,port augusta,-32.5,137.7667,81.43,27,0,8.57,AU,1675725519
395,jalu,29.0331,21.5482,50.4,53,71,8.34,LY,1675725507
396,vostok,46.4856,135.8833,-2.45,97,100,4.61,RU,1675725363
397,kenai,60.5544,-151.2583,32.09,93,100,11.5,US,1675725901
398,mount gambier,-37.8333,140.7667,64.71,61,8,7.96,AU,1675725440
399,alihe,50.5667,123.7167,-18.71,99,39,3.4,CN,1675725581
400,gombong,-7.6072,109.5142,75.27,93,100,1.61,ID,1675725902
401,tecolutla,20.4833,-97.0167,73.26,77,66,15.59,MX,1675725902
402,shumskiy,54.8318,99.1328,-1.39,98,39,2.68,RU,1675725903
403,rostock,54.0887,12.1405,25.9,89,7,6.24,DE,1675725776
404,buinsk,54.95,48.2833,-7.06,100,100,3.53,RU,1675725903
405,progreso,21.2833,-89.6667,80.11,73,9,14.32,MX,1675725903
406,oswego,43.4501,-76.1497,28.35,84,21,6.62,US,1675725904
407,ouahigouya,13.5828,-2.4216,79.52,14,99,7.43,BF,1675725904
408,ahipara,-35.1667,173.1667,71.49,59,9,7.23,NZ,1675725496
409,cam ranh,11.9214,109.1591,71.56,88,20,2.3,VN,1675725905
410,dana point,33.467,-117.6981,71.8,42,0,7.0,US,1675725905
411,ko samui,9.5357,99.9357,76.91,94,20,0.0,TH,1675725813
412,davidson,36.1501,-86.7833,61.09,33,75,8.05,US,1675725906
413,ngama,11.7833,17.1667,72.34,17,52,10.83,TD,1675725906
414,egvekinot,66.3167,-179.1667,-16.69,87,100,8.68,RU,1675725906
415,aktash,50.3,87.7333,-7.92,94,96,3.91,RU,1675725907
416,hami,42.8,93.45,32.92,42,100,2.17,CN,1675725630
417,longyearbyen,78.2186,15.6401,23.94,93,100,40.73,SJ,1675725305
418,lalmohan,22.3384,90.7419,65.93,74,14,3.18,BD,1675725908
419,kabansk,52.0486,106.6528,5.68,92,72,4.27,RU,1675725908
420,abu dhabi,24.4667,54.3667,68.02,77,0,3.44,AE,1675725804
421,nouadhibou,20.931,-17.0347,60.78,67,0,19.57,MR,1675725535
422,the valley,18.217,-63.0578,78.1,78,20,12.66,AI,1675725909
423,orlik,52.5178,99.825,-20.13,98,71,2.13,RU,1675725909
424,wasilla,61.5814,-149.4394,32.94,90,100,8.05,US,1675725705
425,bay roberts,47.5999,-53.2648,34.66,95,100,1.01,CA,1675725910
426,darnah,32.767,22.6367,50.07,73,95,14.74,LY,1675725910
427,saint-louis,16.3333,-15.0,73.04,18,51,11.05,SN,1675725911
428,chapais,49.7834,-74.8492,-2.99,96,28,3.89,CA,1675725337
429,blythe,33.6103,-114.5964,70.25,14,0,17.27,US,1675725911
430,pesochnoye,58.006,39.1772,-7.42,100,100,3.67,RU,1675725912
431,breza,44.0183,18.2608,25.02,96,79,3.0,BA,1675725912
432,lagoa,39.05,-27.9833,55.22,71,100,25.84,PT,1675725143
433,goure,13.9835,10.2704,69.53,13,100,9.57,NE,1675725474
434,savelugu,9.6244,-0.8253,85.55,15,59,5.59,GH,1675725913
435,slave lake,55.2834,-114.769,42.78,52,75,12.66,CA,1675725913
436,rudnogorsk,57.2639,103.7519,-11.51,100,97,3.0,RU,1675725913
437,auki,-8.7676,160.7034,82.58,72,98,5.86,SB,1675725853
438,maragogi,-9.0122,-35.2225,77.86,75,100,8.48,BR,1675725318
439,codrington,-38.2667,141.9667,63.5,67,64,10.51,AU,1675725405
440,gilgit,35.9221,74.3087,29.95,77,72,3.76,PK,1675725914
441,merrill,45.1805,-89.6835,35.37,75,100,10.36,US,1675725915
442,komsomolskiy,40.4272,71.7189,36.32,87,46,6.91,UZ,1675725425
443,superior,46.7208,-92.1041,35.31,80,100,13.8,US,1675725900
444,half moon bay,37.4636,-122.4286,62.82,54,0,14.97,US,1675725509
445,port-cartier,50.0334,-66.8654,11.88,84,61,7.0,CA,1675725915
446,cuiluan,47.72,128.648,-3.96,100,94,1.68,CN,1675725916
447,khingansk,49.1167,131.1833,-13.09,100,97,0.49,RU,1675725916
448,pandan,14.0453,124.1694,76.62,89,85,9.15,PH,1675725917
449,rosario oeste,-14.8361,-56.4275,74.5,89,86,2.08,BR,1675725917
450,tacoaleche,22.8167,-102.4167,76.87,21,8,9.08,MX,1675725917
451,vuktyl,63.8567,57.3094,-12.26,100,95,3.71,RU,1675725918
452,trikala,39.5553,21.7675,31.66,54,63,4.0,GR,1675725918
453,sakakah,29.9697,40.2064,51.37,39,1,16.31,SA,1675725432
454,gondar,12.6,37.4667,59.95,33,67,4.56,ET,1675725919
455,naze,28.3667,129.4833,65.32,83,30,14.07,JP,1675725372
456,mawlaik,23.6333,94.4167,53.89,56,0,0.94,MM,1675725919
457,kaeo,-35.1,173.7833,76.32,75,14,1.83,NZ,1675725920
458,putyatino,54.16,41.1169,9.79,98,63,4.18,RU,1675725920
459,kadi,23.3,72.3333,66.06,61,0,6.4,IN,1675725921
460,bay-khaak,51.1667,94.5,-12.95,96,68,3.6,RU,1675725921
461,srednekolymsk,67.45,153.6833,-40.63,100,99,6.67,RU,1675725921
462,nanortalik,60.1432,-45.2371,5.65,84,76,11.07,GL,1675725341
463,teguise,29.0605,-13.564,57.42,63,20,5.75,ES,1675725433
464,gorontalo,0.5412,123.0595,76.05,87,100,3.38,ID,1675725922
465,manoel urbano,-8.8389,-69.2597,74.08,98,78,2.19,BR,1675725922
466,tual,-5.6667,132.75,80.87,79,99,14.58,ID,1675725537
467,san carlos de bariloche,-41.1456,-71.3082,80.44,34,0,18.41,AR,1675725719
468,milyutinskaya,48.6279,41.6679,13.44,91,100,12.73,RU,1675725923
469,sturgeon bay,44.8342,-87.377,32.36,86,100,13.8,US,1675725924
470,palmer,42.1584,-72.3287,40.24,61,75,10.36,US,1675725286
471,alice town,25.7167,-79.3,73.96,69,39,18.05,BS,1675725924
472,nome,64.5011,-165.4064,6.87,66,0,3.44,US,1675725502
473,west wendover,40.7391,-114.0733,40.21,52,0,26.46,US,1675725925
474,nirgua,10.1553,-68.5663,67.5,84,70,4.16,VE,1675725925
475,xai-xai,-25.0519,33.6442,75.22,89,57,12.48,MZ,1675725925
476,concarneau,47.875,-3.9225,38.19,76,5,11.03,FR,1675725926
477,buchanan,5.8808,-10.0467,78.42,87,29,5.06,LR,1675725797
478,camacha,33.0833,-16.3333,54.82,72,75,13.8,PT,1675725926
479,bull savanna,17.8868,-77.5902,76.37,74,42,9.31,JM,1675725927
480,todos santos,23.45,-110.2167,85.05,76,8,11.25,MX,1675725927
481,north bend,43.4065,-124.2243,51.85,71,100,0.0,US,1675725927
482,sechura,-5.5569,-80.8222,80.53,63,53,14.94,PE,1675725639
483,den helder,52.9599,4.7593,33.03,100,20,1.14,NL,1675725736
484,black river,18.0264,-77.8487,78.53,74,58,1.45,JM,1675725928
485,moose factory,51.2585,-80.6094,17.6,62,100,10.36,CA,1675725646
486,port blair,11.6667,92.75,77.36,82,28,6.2,IN,1675725928
487,srikakulam,18.3,83.9,65.75,83,13,4.65,IN,1675725929
488,manali,13.1667,80.2667,75.29,79,3,0.72,IN,1675725929
489,aurich,53.4667,7.4833,33.93,95,4,3.44,DE,1675725929
490,balkhash,46.844,74.9804,4.78,97,97,3.65,KZ,1675725930
491,faya,18.3851,42.4509,54.12,55,90,3.76,SA,1675725471
492,shihezi,44.3,86.0333,14.49,92,100,2.71,CN,1675725930
493,nova olimpia,-14.7972,-57.2881,73.63,93,97,1.81,BR,1675725714
494,oktyabrskoye,43.0645,44.7417,21.34,100,100,8.95,RU,1675725563
495,garden city,42.3256,-83.331,31.95,79,100,8.05,US,1675725931
496,acapulco,16.8634,-99.8901,84.02,61,0,8.05,MX,1675725270
497,diamantino,-14.4086,-56.4461,72.34,93,98,3.13,BR,1675725713
498,karratha,-20.7377,116.8463,85.86,64,2,2.04,AU,1675725400
499,chernyshevskiy,63.0128,112.4714,-31.04,99,98,1.57,RU,1675725932
500,orumiyeh,37.5527,45.0761,36.95,70,75,16.11,IR,1675725932
501,havelock,34.8791,-76.9013,57.18,65,0,5.75,US,1675725932
502,goya,-29.14,-59.2626,86.25,21,0,5.64,AR,1675725841
503,petrov val,50.1434,45.2096,9.84,94,59,12.55,RU,1675725933
504,itoman,26.1247,127.6694,68.02,90,40,12.66,JP,1675725676
505,awjilah,29.1081,21.2869,50.63,54,78,8.59,LY,1675725671
506,barra velha,-26.6322,-48.6847,80.51,84,93,5.28,BR,1675725933
507,inhambane,-23.865,35.3833,76.5,87,100,10.45,MZ,1675725934
508,ostrovnoy,68.0531,39.5131,20.37,88,100,26.31,RU,1675725368
509,chumikan,54.7183,135.315,-9.89,85,100,5.17,RU,1675725934
510,neryungri,56.6709,124.6491,-46.16,99,89,1.28,RU,1675725934
511,grand gaube,-20.0064,57.6608,76.37,83,82,3.0,MU,1675725257
512,umm kaddadah,13.6017,26.6876,67.6,17,78,16.89,SD,1675725670
513,tali,9.4501,-1.1169,86.92,15,67,5.3,GH,1675725935
514,aitape,-3.1374,142.3475,79.57,85,100,4.0,PG,1675725679
515,borba,-4.3878,-59.5939,74.88,93,91,2.17,BR,1675725935
516,marawi,7.9986,124.2928,68.02,89,100,0.96,PH,1675725384
517,mineiros,-17.5694,-52.5511,71.69,88,96,0.72,BR,1675725808
518,qom,34.6401,50.8764,43.21,57,72,1.77,IR,1675725936
519,kupang,-10.1667,123.5833,77.58,94,75,3.44,ID,1675725936
520,opuwo,-18.0607,13.84,67.1,45,90,6.08,NA,1675725937
521,teknaf,20.8624,92.3058,62.33,58,17,6.08,BD,1675725937
522,kankon,15.0167,74.0167,73.2,66,93,5.7,IN,1675725937
523,avera,33.194,-82.5271,58.51,48,0,3.8,US,1675725938
524,tomatlan,19.9333,-105.25,83.77,49,0,6.89,MX,1675725614
525,doume,4.2333,13.45,67.57,28,30,1.9,CM,1675725938
526,westport,41.1415,-73.3579,44.42,65,75,13.8,US,1675725938
527,euclides da cunha,-10.5075,-39.0158,74.75,76,99,9.69,BR,1675725904
528,kortkeros,61.8106,51.5806,3.2,100,100,2.57,RU,1675725939
529,uspenskaya,45.7645,41.067,25.07,89,100,17.6,RU,1675725939
530,mayumba,-3.432,10.6554,77.41,84,84,1.25,GA,1675725939
531,monterey,36.2505,-121.2516,57.18,1,0,9.46,US,1675725704
532,karasjok,69.4719,25.5112,38.66,89,100,23.6,NO,1675725941
533,udachnyy,66.4167,112.4,-31.56,66,100,2.37,RU,1675725372
534,ust-kulom,61.6864,53.6902,-11.52,100,100,1.14,RU,1675725941
535,gimli,50.6336,-96.9907,33.82,69,100,4.61,CA,1675725942
536,ehingen,48.2826,9.7275,30.04,92,75,10.36,DE,1675725942
537,bukene,-4.2333,32.8833,61.59,93,97,4.47,TZ,1675725942
538,vila velha,-20.3297,-40.2925,78.75,83,0,0.0,BR,1675725900
539,vestmannaeyjar,63.4427,-20.2734,35.02,66,100,33.33,IS,1675725418
540,kertosono,-7.5833,112.1,73.89,90,100,3.6,ID,1675725943
541,giyani,-23.3025,30.7187,72.37,77,1,7.67,ZA,1675725943
542,manta,-0.95,-80.7333,80.04,74,86,10.92,EC,1675725795
543,guadalupe victoria,32.2869,-115.105,68.07,12,0,20.4,MX,1675725944
544,anloga,5.7947,0.8973,80.64,87,64,15.12,GH,1675725944
545,aquin,18.2833,-73.4,77.63,76,17,5.7,HT,1675725944
546,blagoyevo,63.3667,47.9167,-6.93,100,100,3.94,RU,1675725945
547,wawa,9.9022,4.4192,84.72,18,100,4.12,NG,1675725945
548,marsabit,2.3284,37.9899,67.78,42,7,5.41,KE,1675725945
549,coihaique,-45.5752,-72.0662,62.55,45,20,10.36,CL,1675725946
550,uyuni,-20.4597,-66.825,53.6,56,96,10.18,BO,1675725946
551,karpogory,64.0019,44.4451,0.34,99,88,3.85,RU,1675725946
552,namangan,40.9983,71.6726,39.65,81,71,6.91,UZ,1675725947
553,lewisburg,35.4492,-86.7889,60.55,38,0,0.0,US,1675725947
554,napier,-39.4833,176.9167,67.98,63,1,4.74,NZ,1675725947
555,santa vitoria do palmar,-33.5189,-53.3681,70.81,72,97,7.2,BR,1675725948
556,datong,40.0936,113.2914,25.36,46,4,3.67,CN,1675725948
557,beian,63.6559,9.5683,41.09,81,75,11.5,NO,1675725948
558,narsaq,60.9167,-46.05,1.62,65,30,8.7,GL,1675725359
559,kulhudhuffushi,6.6221,73.07,80.13,76,100,10.56,MV,1675725949
560,lerwick,60.1545,-1.1494,48.2,80,98,23.42,GB,1675725949
561,redmond,47.674,-122.1215,50.09,82,100,11.01,US,1675725827
562,pitimbu,-7.4706,-34.8086,77.59,67,84,11.52,BR,1675725950
563,peniche,39.3558,-9.3811,51.46,92,14,9.31,PT,1675725610
564,le mars,42.7942,-96.1656,37.76,100,0,0.0,US,1675725950
565,kapiri mposhi,-13.9652,28.6809,62.15,96,89,4.25,ZM,1675725634
566,mazagao,-0.115,-51.2894,78.85,95,66,4.68,BR,1675725950
567,jiuquan,39.7432,98.5174,23.86,44,2,2.86,CN,1675725951
568,jaguarao,-32.5661,-53.3758,72.99,60,68,8.63,BR,1675725951
569,araouane,18.9048,-3.5265,71.49,13,100,9.28,ML,1675725366
570,mabaruma,8.2,-59.7833,72.5,94,47,3.83,GY,1675725952
571,vilyuysk,63.7553,121.6247,-41.51,100,96,1.36,RU,1675725952
572,bud,39.447,-86.1758,46.06,66,100,9.33,US,1675725952
573,mayya,61.7333,130.2811,-47.69,100,100,3.04,RU,1675725953
574,barcelos,41.5388,-8.6151,53.74,61,1,7.09,PT,1675725516
575,wajima,37.4,136.9,36.28,100,20,0.0,JP,1675725953
576,cortez,37.3489,-108.5859,37.04,50,0,14.97,US,1675725954
577,poltavka,54.3663,71.7632,-4.45,99,100,3.49,RU,1675725954
578,warri,5.5167,5.75,79.83,83,40,3.87,NG,1675725954
579,pereslavl-zalesskiy,56.7393,38.8563,-3.5,100,100,3.89,RU,1675725955
580,puerto carreno,6.189,-67.4859,80.58,69,75,11.5,CO,1675725955
581,baghdad,33.3406,44.4009,53.51,76,100,3.44,IQ,1675725321
582,timmins,48.4669,-81.3331,19.22,68,75,11.5,CA,1675725678
583,pringsewu,-5.3582,104.9744,73.02,92,100,1.01,ID,1675725385
584,preobrazheniye,42.9019,133.9064,17.28,58,2,4.21,RU,1675725956
585,berezovyy,51.6667,135.7,-12.37,94,99,2.77,RU,1675725956
586,tura,25.5198,90.2201,56.61,53,0,2.98,IN,1675725422
587,wanning,18.8003,110.3967,71.08,92,19,2.89,CN,1675725957
588,dingle,10.9995,122.6711,75.24,91,100,7.31,PH,1675725640
589,svarychiv,48.9622,24.1966,12.51,96,96,5.14,UA,1675725957
590,verkhnetulomskiy,68.6073,31.7962,30.33,92,100,8.72,RU,1675725957
591,ruwi,23.5996,58.5507,65.89,58,64,2.77,OM,1675725958
592,xining,36.6167,101.7667,24.76,44,100,3.38,CN,1675725958
593,kasane,-17.8167,25.15,66.52,93,100,2.82,BW,1675725958
594,lata,40.1629,-8.3327,42.67,66,0,6.02,PT,1675725649
595,ouallam,14.3188,2.0866,80.65,15,100,8.88,NE,1675725959
596,kayes,14.0,-11.0,78.89,14,100,8.97,ML,1675725959
597,dunedin,-45.8742,170.5036,72.81,51,9,1.99,NZ,1675725393
598,kilindoni,-7.9139,39.6668,80.74,75,95,12.44,TZ,1675725551
599,dekernes,31.0876,31.595,47.46,71,72,13.53,EG,1675725811
600,port moresby,-9.4431,147.1797,78.49,84,100,10.47,PG,1675725502
601,marysville,48.0518,-122.1771,49.96,83,100,20.71,US,1675725960
602,shasta lake,40.6804,-122.3708,59.72,44,48,3.0,US,1675725960
603,visnes,59.3556,5.2242,43.21,93,100,10.36,NO,1675725961
604,poum,-20.2333,164.0167,81.41,81,94,15.23,NC,1675725488
605,kalininsk,51.5,44.4758,2.37,94,60,6.89,RU,1675725961
606,abha,18.2164,42.5053,53.85,82,0,13.8,SA,1675725962
607,santhia,45.3663,8.1726,38.75,84,100,9.48,IT,1675725962
608,itarema,-2.9248,-39.9167,78.87,79,100,9.95,BR,1675725962
609,klyuchi,52.2667,79.1667,-4.52,100,87,4.38,RU,1675725963
610,kampong chhnang,12.1667,104.55,74.53,81,73,7.09,KH,1675725963
611,rosarito,32.3333,-117.0333,67.41,53,0,16.2,MX,1675725963
612,masuda,34.6667,131.85,43.07,93,75,8.05,JP,1675725964
613,luganville,-15.5333,167.1667,78.39,89,100,5.93,VU,1675725964
614,san rafael,-34.6177,-68.3301,91.18,18,0,7.45,AR,1675725965
615,moron,-34.6534,-58.6198,87.69,48,0,8.01,AR,1675725965
616,dolores,-36.3132,-57.6792,71.11,68,22,14.27,AR,1675725509
617,hofn,64.2539,-15.2082,35.53,57,54,21.23,IS,1675725489
618,baruun-urt,46.6806,113.2792,-7.47,85,13,4.0,MN,1675725609
619,horsham,51.064,-0.3272,39.61,91,20,2.3,GB,1675725966
620,dongying,37.4564,118.4856,32.18,71,100,4.76,CN,1675725966
621,whitehorse,60.7161,-135.0538,32.31,61,28,15.99,CA,1675725273
622,pointe michel,15.25,-61.3833,75.49,76,26,16.15,DM,1675725966
623,hibbing,47.4272,-92.9377,33.15,39,40,11.5,US,1675725967
624,shahrud,36.4182,54.9763,38.82,39,78,5.77,IR,1675725967
625,gushikawa,26.3544,127.8686,67.23,94,0,5.75,JP,1675725967
626,boa vista,2.8197,-60.6733,78.78,78,40,6.91,BR,1675725349
627,praia,14.9215,-23.5087,68.54,56,75,28.77,CV,1675725550
628,ormara,25.2088,64.6357,70.65,51,3,7.49,PK,1675725574
629,kipini,-2.5257,40.5262,79.09,89,79,10.94,KE,1675725968
630,kuandian,40.7286,124.7847,19.98,57,100,4.5,CN,1675725968
631,yankton,42.8711,-97.3973,39.11,87,0,17.27,US,1675725969
632,santa maria,-29.6842,-53.8069,76.3,65,20,0.0,BR,1675725969
633,sao francisco de assis,-29.5503,-55.1311,80.98,19,0,3.4,BR,1675725970
634,cap malheureux,-19.9842,57.6142,77.47,82,79,1.99,MU,1675725910
635,port hedland,-20.3167,118.5667,84.25,84,28,5.75,AU,1675725891
636,kerouane,9.2667,-9.0167,77.45,21,91,1.32,GN,1675725971
637,balabac,7.9868,117.0645,79.25,83,91,8.19,PH,1675725971
638,misratah,32.3754,15.0925,53.6,55,63,5.66,LY,1675725597
639,bilgoraj,50.5411,22.722,20.66,96,73,3.8,PL,1675725971
640,quipile,4.7481,-74.5631,68.94,74,60,1.23,CO,1675725972
641,erenhot,43.6475,111.9767,15.39,94,87,6.35,CN,1675725972
642,fomboni,-12.28,43.7425,82.24,79,98,14.67,KM,1675725973
643,ouesso,1.6136,16.0517,77.65,46,75,2.28,CG,1675725973
644,kargasok,59.0556,80.8572,-2.4,100,100,3.36,RU,1675725974
645,uirauna,-6.5183,-38.4122,75.4,80,100,5.86,BR,1675725974
646,manado,1.487,124.8455,77.77,94,40,1.14,ID,1675725974
647,fairhope,30.523,-87.9033,66.65,63,0,6.91,US,1675725975
648,langsa,4.4683,97.9683,72.52,96,93,2.39,ID,1675725975
649,toamasina,-18.1667,49.3833,75.2,94,75,12.66,MG,1675725975
650,irmo,34.086,-81.1832,60.46,51,0,4.61,US,1675725976
651,chekhov,55.1431,37.4711,22.89,97,98,3.24,RU,1675725976
652,george,-33.963,22.4617,69.35,100,100,4.61,ZA,1675725977
653,robertsport,6.7533,-11.3686,78.58,87,91,9.62,LR,1675725977
654,san ramon,37.7799,-121.978,61.95,42,0,10.36,US,1675725673
655,bongandanga,1.5,21.05,76.68,42,74,1.41,CD,1675725618
656,taksimo,56.3444,114.8794,-1.93,87,100,3.89,RU,1675725978
657,yarkovo,57.4028,67.0786,-6.02,100,100,3.29,RU,1675725978
658,lipin bor,60.2622,37.9763,2.77,99,90,4.43,RU,1675725979
659,elizabeth city,36.2946,-76.2511,51.82,60,0,10.36,US,1675725979
660,macae,-22.3708,-41.7869,76.75,100,75,5.75,BR,1675725979
661,kapit,2.0167,112.9333,73.08,100,100,1.23,MY,1675725980
662,akyab,20.15,92.9,63.27,54,7,7.23,MM,1675725980
663,tutoia,-2.7619,-42.2744,79.03,83,100,10.36,BR,1675725981
664,perth,-31.9333,115.8333,69.67,91,20,8.05,AU,1675725732
665,usinsk,65.9939,57.5281,-4.07,100,100,9.53,RU,1675725281
666,nyrob,60.733,56.7202,-14.1,100,96,2.82,RU,1675725981
667,vaitape,-16.5167,-151.75,81.19,76,8,16.11,PF,1675725981
668,valentin gomez farias,28.2167,-106.5833,71.71,10,27,24.54,MX,1675725693
669,olafsvik,64.8945,-23.7142,31.1,65,100,37.09,IS,1675725618
670,yulara,-25.2406,130.9889,81.18,19,0,9.31,AU,1675725657
671,prosvet,55.5703,65.0825,2.14,99,92,3.22,RU,1675725982
672,englehart,47.8169,-79.8664,10.42,72,0,3.44,CA,1675725983
673,kayerkan,69.3497,87.7602,-8.48,83,100,3.8,RU,1675725983
674,caucaia,-3.7361,-38.6531,82.35,76,40,6.91,BR,1675725957
675,haines junction,60.7522,-137.5108,33.75,32,85,4.61,CA,1675725983
676,jacareacanga,-6.2222,-57.7528,74.82,98,93,1.05,BR,1675725984
677,turukhansk,65.8167,87.9833,-14.17,99,99,4.56,RU,1675725614
678,mao,39.8885,4.2658,50.56,93,75,8.05,ES,1675725633
679,shelburne,44.0787,-80.2041,21.99,97,62,3.58,CA,1675725984
680,kerema,-7.9631,145.7785,77.22,92,100,9.17,PG,1675725985
681,lewisporte,49.2499,-55.0482,19.11,94,100,8.39,CA,1675725985
682,raudeberg,61.9875,5.1352,44.87,75,100,26.13,NO,1675725986
683,lanxi,29.2195,119.477,51.67,94,100,2.66,CN,1675725928
684,beni mazar,28.4962,30.8029,48.2,48,54,7.34,EG,1675725986
685,halifax,44.6453,-63.5724,35.6,84,100,19.57,CA,1675725840
686,calvinia,-31.4707,19.776,66.15,62,55,3.38,ZA,1675725599
687,naryan-mar,67.6713,53.087,0.03,96,99,10.85,RU,1675725987
688,nouakchott,18.0858,-15.9785,62.53,59,22,17.58,MR,1675725870
689,dickinson,29.4608,-95.0513,70.16,73,75,21.85,US,1675725988
690,oyama,36.3,139.8,46.58,47,100,3.91,JP,1675725988
691,lexington,37.9887,-84.4777,49.89,53,63,6.89,US,1675725815
692,dhidhdhoo,6.8833,73.1,80.2,77,99,11.36,MV,1675725989
693,conde,-7.2597,-34.9075,76.46,88,75,4.61,BR,1675725989
694,pindushi,62.9152,34.58,0.34,100,99,3.11,RU,1675725989
695,peterhead,57.5058,-1.7981,40.44,85,94,8.84,GB,1675725990
696,siraha,26.6541,86.2087,55.33,68,0,1.68,NP,1675725990
697,dakoro,14.5106,6.765,71.38,13,91,13.15,NE,1675725990
698,lismore,-28.8135,153.2773,77.7,77,85,3.65,AU,1675725991
699,ryotsu,38.0833,138.4333,44.82,76,99,5.21,JP,1675725991
700,sambava,-14.2667,50.1667,74.97,89,99,5.68,MG,1675725991
701,mnogovershinnyy,53.9353,139.9242,-17.37,96,79,3.11,RU,1675725992
702,nkan,0.3833,9.7833,76.77,92,87,2.84,GA,1675725992
703,nizhneangarsk,55.7833,109.55,-1.98,88,86,6.02,RU,1675725470
704,broken hill,-31.95,141.4333,77.04,28,1,15.37,AU,1675725993
705,matara,5.9485,80.5353,75.24,89,100,2.91,LK,1675725557
706,te anau,-45.4167,167.7167,57.6,92,99,7.43,NZ,1675725993
707,hualmay,-11.0964,-77.6139,74.89,78,60,7.83,PE,1675725994
708,santa cecilia,-26.9608,-50.4269,61.95,53,23,1.68,BR,1675725994
709,mansa,29.9833,75.3833,52.75,64,0,7.47,IN,1675725994
710,belousovka,50.1339,82.5239,25.65,93,100,8.95,KZ,1675725995
711,eyl,7.9803,49.8164,73.35,80,20,13.49,SO,1675725397
712,saint-leu,-21.15,55.2833,76.06,79,29,2.53,RE,1675725995
713,coxim,-18.5067,-54.76,76.48,86,93,3.11,BR,1675725996
714,bria,6.5423,21.9863,73.87,17,19,3.2,CF,1675725996
715,guarapari,-20.6667,-40.4975,77.67,89,65,9.22,BR,1675725996
716,laguna,38.421,-121.4238,62.69,42,0,14.97,US,1675725965
717,rantoul,40.3084,-88.1559,46.81,66,0,12.66,US,1675725997
718,benton harbor,42.1167,-86.4542,38.05,73,0,14.97,US,1675725997
719,kudahuvadhoo,2.6708,72.8944,80.58,71,91,8.72,MV,1675725997
720,zhigansk,66.7697,123.3711,-55.21,100,72,2.3,RU,1675725661
721,neiafu,-18.65,-173.9833,77.68,88,75,2.3,TO,1675725998
722,tommot,58.9564,126.2925,-52.33,99,92,1.01,RU,1675725998
723,gorodishche,48.8045,44.4744,13.08,85,100,22.37,RU,1675725999
724,flinders,-34.5833,150.8552,71.26,88,90,2.51,AU,1675725999
725,quesnel,52.9999,-122.5029,45.1,53,40,9.22,CA,1675726000
726,homer,59.6425,-151.5483,33.8,84,100,1.99,US,1675725967
727,vung tau,10.346,107.0843,76.51,82,17,14.56,VN,1675726001
